study_id,title,quality_flags,missing_field_count,resource_count,resource_quality_flags
oa_W2024369629,Women's land rights in the context of the land tenure reform in Rwanda – the experiences of policy implementers,,0,0,
oa_W1512678070,"Situating Sexual Violence in Rwanda (1990–2001): Sexual Agency, Sexual Consent, and the Political Economy of War",,0,0,
oa_W2115612061,Personal reflections on drafting laws to improve women's access to land: is there a magic wand?,,0,0,
oa_W2025342263,Unequal Property Rights: A Study of Land Right Inequalities in Rwanda,,0,0,
oa_W2117008384,Does the Law Work in Their Favor? The Complexity of Land Rights of Women Living in Polygamous Relationships in Rwanda,missing_url,1,0,
oa_W4391414760,Women's Land Rights and Privatization in Eastern Africa,,0,0,
oa_W3123385345,Unequal Property Rights: A Study of Land Right Inequalities in Rwanda,,0,1,
oa_W2898600239,Rwanda: Women’s Political Representation and Its Consequences,,0,0,
oa_W2106156839,Empowering women through land tenure regularization : evidence from the impact evaluation of the national program in Rwanda,missing_url,1,0,
oa_W2570368200,"An Equal Right to Inherit? Women’s Land Rights, Customary Law and Constitutional Reform in Tanzania",,0,1,
oa_W1969121197,Contested lands in southern and eastern Africa : a literature survey,missing_url,1,0,
oa_W3002277218,Gendered land rights and access to land in countries experiencing declining farm size,missing_url,1,0,
oa_W2915558443,"""Catch-22"": The Role of Development Institutions in Promoting Gender Equality in Land Law – Lessons Learned in Post-Conflict Pluralist Africa",,0,1,
oa_W2794699730,"Sowing gender policies, cultivating agrarian change, reaping inequality? Intersections of gender and class in the context of marshland transformations in Rwanda",,0,1,
oa_W3145400023,Decoding Gender Justice in Land Conflicts Resolution in Rwanda,,0,1,
oa_W769258539,Women and land arrangements in Rwanda: A gender-based analysis of access to natural resources,missing_url,1,0,
oa_W4399150419,The role of open data and digital technology in property management in the developing world. The case of Rwanda.,,0,1,
oa_W3009118386,"Participatory constitutional reforms vs. realization of equal representation of men and women in the parliaments: a study of Kenya, Rwanda and Tanzania",,0,1,
oa_W7115925273,Gender justice and environmental sustainability: the role of women in promoting green practices in Africa,,0,0,
oa_W2777187007,"Changes in ""customary"" land tenure systems in Africa",,0,1,
oa_W2024647577,More Than Socially Embedded: The Distinctive Character of ‘Communal Tenure’ Regimes in South Africa and its Implications for Land Policy,,0,1,
oa_W3124576428,Institutions and Development: A View from Below,,0,1,
oa_W3214914457,Gender Land Rights as Factor for Households' Sustainable Development in Rwanda,,0,1,
oa_W2009976555,Land Sales and Rental Markets in Transition: Evidence from Rural Vietnam*,,0,1,
oa_W3023357351,Relations between Land Tenure Security and Agricultural Productivity: Exploring the Effect of Land Registration,,0,1,
oa_W2153197338,Land Conflict and Distributive Politics in Kenya,,0,1,
oa_W1821986152,Legal Knowledge and Economic Development: The Case of Land Rights in Uganda,,0,1,
oa_W2912690677,The Intersection of Gender and Land in Post-Genocide Rwanda: Land Tenure Regularization and its Impact on Women,,0,1,
oa_W4406933735,Land Governance in French-Speaking Africa: Comparative Analysis of Legal and Institutional Reforms for Sustainable Management of Community Lands,,0,1,
oa_W45272374,Women's Studies in Uganda,missing_url,1,0,
oa_W2800600763,Between dependence and deprivation: The interlocking nature of land alienation in Tanzania,,0,1,
oa_W4387651728,Farmers’ Adoption and Perceptions of Coffee and Banana Intercropping System in Rwanda,,0,1,
oa_W2901277113,"Women, Culture and Africa’s Land Reform Agenda",,0,1,
oa_W2945840692,Factors Associated with Household Food Security in Zambia,,0,1,
oa_W101036220,Land Tenure and Economic Development in Rural South Africa: Constraints and Opportunities,,0,1,
oa_W2032488650,Land-related conflicts in Sub-Saharan Africa,,0,1,
oa_W242955734,"Global restructuring and land rights in Ghana : forest food chains, timber and rural livelihoods",,0,1,
oa_W4206617559,"Deep Learning and Earth Observation to Support the Sustainable Development Goals: Current approaches, open challenges, and future opportunities",,0,1,
oa_W1992176863,'You're either with us or against us': Civil society and policy making in post-genocide Rwanda,,0,1,
oa_W2339032535,Fit-For-Purpose Land Administration,,0,1,
oa_W2935989572,Why Tenure Responsive Land-Use Planning Matters: Insights for Land Use Consolidation for Food Security in Rwanda,,0,1,
oa_W2883879711,"Peri-Urban Land Governance in Developing Countries: Understanding the Role, Interaction and Power Relation Among Actors in Tanzania",,0,1,
oa_W2137620121,Association between women’s empowerment and infant and child feeding practices in sub-Saharan Africa: an analysis of Demographic and Health Surveys,,0,1,
oa_W2094059290,Jambanja:<i>Ideological Ambiguities in the Politics of Land and Resource Ownership in Zimbabwe</i>*,,0,0,
oa_W1985574494,1 - Land in the Political Economy of African Development: Alternative Strategies for Reform,,0,1,
oa_W1493206909,Commercializing small farms: reducing transaction cost,,0,1,
oa_W228656741,Better land access for the rural poor: lessons from experience and challenges ahead,,0,1,
oa_W2323437702,Understanding patterns of tree adoption on farms in semi-arid and sub-humid Ethiopia,,0,1,
oa_W1972769917,"FARM SIZE, LAND FRAGMENTATION AND ECONOMIC EFFICIENCY IN SOUTHERN RWANDA",,0,1,
oa_W4386689267,Does the Canadian government support women's rights to land in sub-Saharan Africa?,,0,0,
oa_W2765230040,Market Inefficiencies and the Adoption of Agricultural Technologies in Developing Countries,,0,1,
oa_W3122609871,Private and common property rights,,0,1,
oa_W2175021464,Tipping the Balance: Policies to shape agricultural investments and markets in favour of small-scale farmers,,0,1,
oa_W2597709485,Fit-for-purpose land administration guiding principles for country implementation,,0,1,
oa_W2040705238,Gender Inequity Norms Are Associated with Increased Male-Perpetrated Rape and Sexual Risks for HIV Infection in Botswana and Swaziland,,0,1,
oa_W4413748052,Land Ownership Structure and Women’s Agricultural Productivity in The Eastern Province of Rwanda,,0,1,
oa_W1983610960,Conflict in Congo,,0,0,
oa_W4211110866,1002104.pdf,,0,1,
oa_W4225588010,How Economic Development Influences the Environment,,0,1,
oa_W1996132859,TERRITORIAL POLITICS AND THE REACH Of THE STATE: UNEVENNESS BY DESIGN,,0,1,
oa_W3125340339,"LAND TENURE AND FOOD SECURITY: A REVIEW OF CONCEPTS, EVIDENCE, AND METHODS",,0,1,
oa_W2475886832,Ecosystem services from southern African woodlands and their future under global change,,0,1,
oa_W1500013515,"LAND TENURE AND FOOD SECURITY: A REVIEW OF CONCEPTS, EVIDENCE, AND METHODS",,0,1,
oa_W2966596276,The epidemiology of undernutrition and its determinants in children under five years in Ghana,,0,1,
oa_W3157686851,Fit-for-Purpose Land Administration from Theory to Practice: Three Demonstrative Case Studies of Local Land Administration Initiatives in Africa,,0,1,
oa_W2806383602,Legal Origins and Female HIV,,0,1,
oa_W578270718,Land tenure regimes and state structure in rural Africa: implications for forms of resistance to large-scale land acquisitions by outsiders,,0,1,
oa_W3132279164,Assessing customary land rights and tenure security variations of smallholder farmers in northwest Ghana,,0,1,
oa_W3000122101,Innovative Remote Sensing Methodologies for Kenyan Land Tenure Mapping,,0,1,
oa_W2617839730,"The Status of National Legal Frameworks for Valuing Compensation for Expropriated Land: An Analysis of Whether National Laws in 50 Countries/Regions across Asia, Africa, and Latin America Comply with International Standards on Compensation Valuation",,0,1,
oa_W4206433618,Land governance and gender: the tenure-gender nexus in land management and land policy,,0,1,
oa_W595627020,Agricultural Land Redistribution and Land Administration in Sub-Saharan Africa: Case Studies of Recent Reforms,,0,1,
oa_W3122072913,Land Sales and Rental Markets in Transition: Evidence from Rural Vietnam,,0,1,
oa_W4393192933,Constraints to agricultural finance in underdeveloped and developing countries: a systematic literature review,,0,1,
oa_W4379795302,"Cocoa production, farmlands, and the galamsey: Examining current and emerging trends in the ASM-agriculture nexus",,0,1,
oa_W2036203897,Just How Liberal Is the Liberal Peace?,,0,0,
oa_W2609336375,Seeing Political Settlements through the City: A Framework for Comparative Analysis of Urban Transformation,,0,1,
oa_W2782837384,"Intergenerational land conflict in northern Uganda: children, customary law and return migration",,0,1,
oa_W2167593921,"Migration Pressure, Tenure Security, and Agricultural Intensification: Evidence from Indonesia",,0,1,
oa_W1592612967,Assessing the Relationship Between Property Rights and Technology Adoption in Smallholder Agriculture: A Review of Issues and Empirical Methods,,0,1,
oa_W2092585033,"Investments in Land Conservation in the Ethiopian Highlands: A Household Plot-level Analysis of the Roles of Poverty, Tenure Security, and Market Incentives",,0,1,
oa_W2980007664,"Farmers Willingness to Participate In Voluntary Land Consolidation in Gozamin District, Ethiopia",,0,1,
oa_W2478519004,"The politics of displacement-related land conflict in Yei River County, South Sudan",,0,1,
oa_W4386423130,"Rethinking the Impact of Land Certification on Tenure Security, Land Disputes, Land Management, and Agricultural Production: Insights from South Wello, Ethiopia",,0,1,
oa_W2169317232,Is There a Farm-Size Productivity Relationship in African Agriculture? Evidence from Rwanda,,0,1,
oa_W2918061148,"Excessive Application of Fertilizer, Agricultural Non-Point Source Pollution, and Farmers’ Policy Choice",,0,1,
oa_W1482441145,POPULATION PRESSURE AND THE MICROECONOMY OF LAND MANAGEMENT IN HILLS AND MOUNTAINS OF DEVELOPING COUNTRIES,,0,1,
oa_W39695952,Land Tenure Reform and the Balance of Power in Eastern and Southern Africa,,0,1,
oa_W1599472594,"LAND MARKETS IN UGANDA: INCIDENCE, IMPACT AND EVOLUTION OVER TIME",,0,1,
oa_W2782927551,Gender and Artisanal and Small-Scale Mining in Central and East Africa: Barriers and Benefits,,0,1,
oa_W2961836974,Social Impacts of Land Acquisition for Oil and Gas Development in Uganda,,0,1,
oa_W2300747513,Aid for Gender Equality and Development: Lessons and Challenges,,0,1,
oa_W2098050814,"Nutrition, health, and aging in sub-Saharan Africa",,0,1,
oa_W1840033953,Peace agreements as a means for promoting gender equality and ensuring participation of women,,0,1,
oa_W3123957885,Property Rights and Gender Bias: Evidence from Land Reform in West Bengal,,0,1,
oa_W4387059353,Sustainable Land Governance for Water–Energy–Food Systems: A Framework for Rural and Peri-Urban Revitalisation,,0,1,
oa_W2886009689,The Rwandan agrarian and land sector modernisation: confronting macro performance with lived experiences on the ground,,0,1,
oa_W2988932052,"Plural Inheritance Laws, Practices and Emergent Types of Property—Implications for Updating the Land Register",,0,1,
oa_W2138706203,"Beleaguered Chimpanzees in the Agricultural District of Hoima, Western Uganda",,0,1,
oa_W2148319032,‘The bastard child of nobody’? Anti-planning and the institutional crisis in contemporary Kampala,,0,1,
oa_W418172108,Women’s Land Rights and Empowerment: Impact of the Land Tenure Regularization Reform (LTR) on Contraceptive Use and Domestic Violence in Rwanda,,0,1,
oa_W4243170089,Empowering Women,,0,1,
oa_W2885736780,Land Fragmentation and Food Insecurity in Ethiopia,,0,1,
oa_W4295941846,Women's economic empowerment in sub-Saharan Africa: Evidence from cross-national population data,,0,1,
oa_W4383345628,The Investment Case for Land Tenure Security in Sub-Saharan Africa: A Cost–Benefit Analysis,,0,1,
oa_W2795122824,The complexity of resource governance in a context of state fragility: the case of eastern DRC,,0,1,
oa_W1600839403,Investment and Income Effects of Land Regularization: The Case of Nicaragua,,0,1,
oa_W1587365530,"Collapse, War and Reconstruction in Rwanda: An analytical narrative on state-making.",,0,1,
oa_W4229025817,Structural Transformation of the Agricultural Sector In Low- and Middle-Income Economies,,0,1,
oa_W1972846497,Environmental conflicts: Key issues and management implications,,0,1,
oa_W2038478027,The impact of gender on agricultural conservation knowledge and attitudes in an Iowa watershed,,0,1,
oa_W1566843105,Looking Ahead: Long-Term Prospects for Africa’s Agricultural Development and Food Security,,0,1,
oa_W2588745296,Do Private Sustainability Standards Contribute to Income Growth and Poverty Alleviation? A Comparison of Different Coffee Certification Schemes in Ethiopia,,0,1,
oa_W2032788515,Collective Action and Property Rights for Poverty Reduction: A Review of Methods and Approaches,,0,1,
oa_W1976859592,Factors Affecting the Success of Conserving Biodiversity in National Parks: A Review of Case Studies from Africa,,0,1,
oa_W2561360155,The Land has its Owners! Gender Issues in Land Tenure Under Customary Law,,0,1,
oa_W4220837965,Heterogenous Factors of Adoption of Agricultural Technologies in West and East Africa Countries: A Review,,0,1,
oa_W4368404542,Gender norms and differences in access and use of climate-smart agricultural technology in Burundi,,0,1,
oa_W4225268745,Farmer-herder conflicts and food insecurity: Evidence from rural Nigeria,,0,1,
oa_W2896005793,"Beyond liberal vs liberating: women’s economic empowerment in the United Nations’ Women, Peace and Security agenda",,0,1,
oa_W2790353107,Well-being and conservation: diversity and change in visions of a good life among the Maasai of northern Tanzania,,0,1,
oa_W2611995961,Distribution and socio-ecological impacts of the invasive alien cactus Opuntia stricta in eastern Africa,,0,1,
oa_W1908790208,Measures of Human Mobility Using Mobile Phone Records Enhanced with GIS Data,,0,1,
oa_W3133527534,"Towards poverty alleviation in developing countries: An empirical study of the impact of land tenure reforms in Kati, Mali",,0,1,
oa_W2139846699,Land access and livelihoods in post-conflict Timor-Leste: no magic bullets,,0,1,
oa_W4377205869,Agroecological techniques: adoption of safe and sustainable agricultural practices among the smallholder farmers in Africa,,0,1,
oa_W3158430546,Land Tenure and Green Production Behavior: Empirical Analysis Based on Fertilizer Use by Cotton Farmers in China,,0,1,
oa_W2097839658,Land constraints in Kenya’s densely populated rural areas: implications for food policy and institutional reform,,0,1,
oa_W2891363854,Boundary Work: Becoming Middle Class in Suburban Dar es Salaam,,0,1,
oa_W3001954309,"Agroforestry, food and nutritional security",,0,1,
oa_W1935599998,"Livelihood Adaptation, Public Action and Civil Society: A Review of the Literature",,0,1,
oa_W2136627677,"Disputed access to the gold sites in Luhwindja, eastern Democratic Republic of Congo",,0,1,
oa_W2768921377,"Review on Gender and Poverty, Gender Inequality in Land Tenure, Violence Against Woman and Women Empowerment Analysis: Evidence in Benin with Survey Data",,0,1,
oa_W2755711016,TOWARDS INNOVATIVE GEOSPATIAL TOOLS FOR FIT-FOR-PURPOSE LAND RIGHTS MAPPING,,0,1,
oa_W2804461226,Factors affecting farmers’ participation in watershed management programs in the Northeastern highlands of Ethiopia: a case study in the Teleyayen sub-watershed,,0,1,
oa_W3124723325,Populism and Backlashes against International Courts,,0,1,
oa_W2025709109,A Qualitative Study of the Impact of HIV/AIDS on Agricultural Households in Southeastern Uganda,,0,1,
oa_W2142787645,Econometric Analysis of the Factors that Affect Adoption of Conservation Farming Practices by Smallholder Farmers in Zambia,,0,1,
oa_W3161807819,Land Administration Maintenance: A Review of the Persistent Problem and Emerging Fit-for-Purpose Solutions,,0,1,
oa_W3202227574,Women's Right to Land Between Collective and Individual Dimensions. Some Insights From Sub-Saharan Africa,,0,1,
oa_W7134112939,Land Law Reforms and Tenure Security: A Mixed Methods Inquiry into Rwanda's Legal Transformations,,0,1,
oa_W1931931645,Gender Equality Policies in Rwanda: Public Relations or Real Transformations?,,0,0,
oa_W2345468492,Gender Inequality Prevents Abused Women from Seeking Care Despite Protection Given in Gender-Based Violence Legislation: A Qualitative Study from Rwanda,,0,1,
oa_W2123625954,Gender and development: Working with men for gender equality in Rwanda,,0,0,
oa_W2197941005,Women's experiences of gender equality laws in rural Rwanda: the case of Kamonyi District,,0,0,
oa_W2153787747,Indivisibility of Accountability and Empowerment in Tackling Gender-Based Violence: Lessons from a Refugee Camp in Rwanda,,0,0,
oa_W2023546710,"Making and unmaking ethnicities in the Rwandan context: implication for gender-based violence, health, and wellbeing of women",,0,0,
oa_W2098293190,Pathways to Gender-equitable Men,,0,0,
oa_W1193872636,The legacy of gender-based violence and HIV/AIDS in the postgenocide era: Stories from women in Rwanda,,0,0,
oa_W1620618343,Ending gender-based violence through grassroots women's empowerment: Lessons from post-1994 Rwanda,,0,0,
oa_W1966082103,Women in Rwandan Politics and Society,,0,0,
oa_W2495408311,Masculinity and Gender-Based Violence in Rwanda,,0,0,
oa_W2098611401,The Pros and Cons of Gender Quota Laws: What Happens When You Kick Men Out and Let Women In?,,0,0,
oa_W577760032,"Vulnerable Bodies: Gender, the UN and the Global Refugee Crisis",missing_url,1,0,
oa_W2589647409,"Intimate partner violence among pregnant women in Rwanda, its associated risk factors and relationship to ANC services attendance: a population-based study",,0,1,
oa_W4200191673,A case study comparison of engaging community activists to prevent gender-based violence in Peru and Rwanda,,0,0,
oa_W2910496022,Do Educational Attainments Influence Attitudes Toward Gender Equality in Sub-Saharan Africa?,,0,0,
oa_W2151700959,"'By seeing with our own eyes, it can remain in our mind': qualitative evaluation findings suggest the ability of participatory video to reduce gender-based violence in conflict-affected settings",,0,1,
oa_W1948657219,"Traumatic episodes and mental health effects in young men and women in Rwanda, 17 years after the genocide",,0,1,
oa_W273198,Children’s Reflections on Gender Equality in Fairy Tales : A Rwanda Case Study,,0,0,
oa_W2116878928,‘I can do women's work’: reflections on engaging men as allies in women's economic empowerment in Rwanda,,0,0,
oa_W2010696459,"Violence Toward Women, Men's Sexual Risk Factors, and HIV Infection Among Women",,0,0,
oa_W4296161894,Women empowerment and health insurance utilisation in Rwanda: a nationwide cross-sectional survey,,0,1,
oa_W3092014429,The cost of violence: Assessing the economic cost of gender-based violence in Rwanda,,0,1,
oa_W2523932860,Global gender discourses in education: evidence from post-genocide Rwanda,,0,0,
oa_W4392257479,Gender Equality and Taxation from the Rwandan Perspective,,0,1,
oa_W2234097932,"""OH, DID THE WOMEN SUFFER, THEY SUFFERED SO MUCH:"" Impacts of Gendered based violence on Kinship Networks in Rwanda",missing_url,1,0,
oa_W2774412920,Using children’s literature to promote gender equality in education: The case of the fairy tale of Ndabaga in Rwanda,,0,1,
oa_W3110436757,The Role of Community Radio in Promoting Gender Equality in Rwanda,,0,0,
oa_W2188525090,Combating gender based violence in Rwanda,,0,1,
oa_W1994468709,School Management Positions and Women Empowerment – A Rwandan Case,,0,1,
oa_W2226248867,The Promise and the Reality: Women's Rights in Rwanda,,0,0,
oa_W2991966342,Determinants of Gender-Based Violence and Its Physiological Effects Among Women in 12 African Countries,,0,0,
oa_W87472755,A Woman Scorned for the Least Condemned War Crime: Precedent and Problems with Prosecuting Rape as a Serious War Crime in the International Criminal Tribunal for Rwanda,,0,1,
oa_W2036453337,Rape and sexual violence in the Democratic Republic of Congo: a case study of gender-based violence,,0,0,
oa_W1596474125,Sexual Violence in Conflict and Post-Conflict Societies,,0,0,
oa_W2773198303,The doing and undoing of male household decision-making and economic authority in Rwanda and its implications for gender transformative programming,,0,0,
oa_W2972262189,An Overview of Public Sector Budget Monitoring &amp; Evaluation Systems for Gender Equality: Lessons from Uganda and Rwanda,,0,1,
oa_W4392235005,EXAMINATION OF GENDER EQUALITY COMPLIANCE UNDER THE RWANDAN LEGAL FRAMEWORK,,0,1,
oa_W4388224659,Women Empowerment and Post-Conflict Reconstruction: Women for Women NGO in Rwanda,,0,1,
oa_W4385070428,Gender Policies in Post-Genocide Rwanda,,0,1,
oa_W3018552770,"Suicidal Ideation and Behavior Among Congolese Refugees in Rwanda: Contributing Factors, Consequences, and Support Mechanisms in the Context of Culture",,0,1,
oa_W2100009156,Patterns and determinants of dietary micronutrient deficiencies in rural areas of East Africa,,0,1,
oa_W4372348740,"Gender Equality and Performance of Private Businesses in Nyarugenge District, Rwanda",,0,1,
oa_W3005134220,‘There Are No Other Options?’: Rwandan Gender Norms and Family Planning in Historical Perspective,,0,1,
oa_W1485692520,Gender is society: Inclusive lawmaking in Rwandas Parliament.,missing_url,1,0,
oa_W4312397011,Determinants of Gender Based Violence Against Women with Disabilities in Rwanda. A Case of Gakenke District,,0,1,
oa_W1423392097,Post-conflict reconstruction in Rwanda: uncovering hidden factors in the gender policy context,,0,1,
oa_W4231603119,True Survivors: East African Refugee Women,,0,0,
oa_W1525906234,Victim Participation at the International Criminal Court and the Extraordinary Chambers in the Courts of Cambodia: A Feminist Project,,0,1,
oa_W3137093588,Lack of Parental Gender Socialization of Children at Family Level and its Effects on Adulthood Gender Discrimination in Rwanda,,0,1,
oa_W2299196202,Legal and policy framework for gender equality and the empowerment of women in Rwanda,,0,1,
oa_W2790287563,Norm appropriation through policy production: Rwanda’s gender policies,,0,0,
oa_W2975441801,Threatened Masculinities: Men’s Experiences of Gender Equality in Rural Rwanda,,0,1,
oa_W2252606389,You Cannot Dance if You Cannot Stand. A Review of the Rwanda Women's Initiative and the United Nations High Commissioner for Refugee's Commitment to Gender Equality in Post-Conflict Societies,missing_url,1,0,
oa_W2971187081,Mobilizing Transnational Gender Politics in Post-Genocide Rwanda,,0,0,
oa_W2727416685,The Inclusion Conundrum: A Critical Account of Youth and Gender Issues Within and Beyond Sport for Development and Peace Interventions,,0,1,
oa_W4400497978,"Evaluation of Sexual Transmitted Infections among Gender based Violence Cases: Retrospective Cross Sectional Study, Kigali-Rwanda",,0,1,
oa_W2948399326,"Implementing Gender Equality: a comparative analysis of women's empowerment in Rwanda and Australia through education, empowerment and mentoring",,0,1,
oa_W1481201258,"Linking Gender-Based Violence Research to Practice in East, Central and Southern Africa: A Review of Risk Factors and Promising Interventions",missing_url,1,0,
oa_W2046999972,Pathway to Social Justice,,0,0,
oa_W2094844445,"Navigating adolescence and young adulthood in Rwanda during and after genocide: intersections of ethnicity, gender and age",,0,0,
oa_W570632248,Gender Mainstreaming on the Ground? The Case of EU Development Aid Towards Rwanda,,0,1,
oa_W4387368134,Education for Women Empowerment: Perceptions and Experiences of Female University Graduates in Rwanda,,0,1,
oa_W3012259334,Women Empowerment through Cooperatives in Rwanda: Case studies of Nyaruguru and Huye Districts,missing_url,1,0,
oa_W2804567588,Procedural Steps Addressing Sexual and Gender-based Violence: the Legacy of the International Criminal Tribunal for Rwanda and its Application in the Special Court for Sierra Leone,,0,1,
oa_W2036529528,True Survivors: East African Refugee Women,,0,0,
oa_W4396899539,"Impacts of an abbreviated personal agency training with refugee women and their male partners on economic empowerment, gender-based violence, and mental health: a randomized controlled trial in Rwanda",,0,1,
oa_W2408243896,"Forced migration and sexual abuse: experience of Congolese adolescent girls in Kigeme refugee camp, Rwanda",,0,1,
oa_W2135892886,Engaging Men and Boys in Advancing Women's Agency : Where We Stand and New Directions,,0,1,
oa_W4323354811,"Gender and higher education in African universities: A critical discourse analysis of key policy mandates in Kenya, Rwanda, and Uganda",,0,1,
oa_W2062369274,Gendering the Rwanda Defence Force: A Critical Assessment,,0,0,
oa_W2767471325,Human rights of refugee-survivors of sexual and gender-based violence with communication disability,,0,1,
oa_W3200081694,"Contextualizing Gender Equality: Gender Mainstreaming between Global Governance Frameworks and National and Institutional Policy Agendas in Kenya, Rwanda, and Uganda",,0,1,
oa_W2937697879,Multivariate analyses of the global acceptability rates of male intimate partner violence (<scp>IPV</scp>) against women based on <scp>W</scp>orld <scp>V</scp>alues <scp>S</scp>urvey data,,0,1,
oa_W4281712111,Public Preferences for Renewable Energy Options: A Choice Experiment in Rwanda,,0,1,
oa_W3004396397,Up before Dawn: Experimental Evidence from a Cross-Border Trader Training at the Democratic Republic of Congo–Rwanda Border,,0,1,
oa_W4323536802,Gender mainstreaming 2.0: emergent gender equality agendas under Sustainable Development Goals,,0,0,
oa_W4308261169,Teachers as perpetrators of gender‐based violence against girl students within schools: Voices of victims in Tanzania reveal,,0,0,
oa_W4237021292,Vulnerable Bodies,,0,0,
oa_W2690781026,PEPFAR special initiative on sexual and gender-based violence: Baseline report,,0,1,
oa_W3157644030,"The contested global politics of pleasure and danger: Sexuality, gender, health and human rights",,0,1,
oa_W2901998020,Between rhetoric and reality: disabled Rwandan young women’s perspectives on gender inequality in school,,0,0,
oa_W2990407545,Impact of gender policy on post-conflict reconstruction and security in Rwanda,,0,0,
oa_W19694941,The burden of rapid development: a case study on women’s economic empowerment in post-conflict Rwanda,,0,1,
oa_W2341797081,Global civil society and education policy in post-genocide Rwanda,,0,0,
oa_W4408499443,Epidemiological insights into sexually transmitted infections and pregnancies among gender-based violence victims in the Northern province of Rwanda: Findings from the Isange One-stop Center at Ruhengeri Referral Hospital,,0,1,
oa_W4409503668,"Prevention of, and response to, sexual and gender-based violence, for refugees who experience communication disability: Evidence from Rwanda",,0,0,
oa_W4247729983,New Ways to Assess and Enhance Land Registry Sustainability: Evidence from Rwanda,,0,1,
oa_W4380536321,"Impacts of an abbreviated personal agency training with refugee women and their male partners on economic empowerment, gender-based violence, and mental health: a randomized controlled trial in Rwanda",,0,1,
oa_W4237321674,International Criminal Law and Sexual Violence against Women,,0,0,
oa_W2996609438,IS WOMEN POLITICAL INCLUSION AN END IN ITSELF IN RWANDA? A META-SYNTHESIS OF QUALITATIVE AND QUANTITATIVE EVIDENCES,,0,1,
oa_W2956139827,Gender Identity Construction Through Traditional and Modern Lenses: Rwandan Narratives and MDGs Perspectives,,0,1,
oa_W2936799947,How does politics shape the negotiation of gender equity in the Global South?,,0,0,
oa_W2789906720,Children born of war in the twentieth century,,0,0,
oa_W2606036587,Reshaping Gender Norms in Post-Genocide Rwanda,,0,0,
oa_W4211083888,"NGOs Income Generation Services and Rural Women Empowerment in Rwanda: A Case of Care International in Huye District, Isaro Programme",,0,1,
oa_W2023285484,Monitoring the prosecution of gender-related crimes in Rwanda: A brief field report.,,0,0,
oa_W2577533987,Preventing Intimate Partner Violence: Towards a Framework for Supporting Effective Community Mobilisation,,0,0,
oa_W4401068840,"Gender Mainstreaming into African Artificial Intelligence Policies: Egypt, Rwanda and Mauritius as Case Studies",,0,1,
oa_W2923760676,Friction or flows? The translation of Resolution 1325 into practice in Rwanda,,0,0,
oa_W25648370,Transcending the Boundaries of Law,,0,0,
oa_W2150945031,"Macro, mezzo and micro-level analysis of gender responsive budgeting in Rwanda",,0,1,
oa_W4285392301,Gender-Related Factors Influencing Female Students’ Participation in Higher Education in Rwanda,,0,1,
oa_W2615983589,Making Abortion Safer in Rwanda: Operationalization of the Penal Code of 2012 to Expand Legal Exemptions and Challenges,,0,1,
oa_W3012107875,Everyday partner violence in Rwanda: The contribution of community-based sociotherapy to peaceful family life,,0,1,
oa_W4253506732,Gender and the Future of Genocide Studies and Prevention,,0,0,
oa_W4249872659,Public policy on gender equality in the United Arab Emirates: a critical appraisal,,0,0,
oa_W4401995720,Gender Equality in Politics,,0,0,
oa_W2996669346,Let’s spend a night together; i will increase your salary: an analysis of sextortion phenomenon in Rwandan society,,0,0,
oa_W4407813294,Rwanda,,0,0,
oa_W2281359682,Transitional justice failing? A gendered evaluation of the transitional justice program in post-genocide Rwanda,,0,1,
oa_W4323646680,"In search of equality: Women, law and society in Africa",,0,1,
oa_W2761014029,Gender and the Military in Post-Genocide Rwanda,,0,0,
oa_W597472013,"Women, war, and violence : personal perspectives and global activism",missing_url,1,0,
oa_W3181219229,Reframing Gender Complementarity: Dance and Women’s Empowerment in Post-Genocide Rwanda,,0,1,
oa_W1970411992,A Double-edged Sword of Peace? Reflections on the Tension between Representation and Protection in Gendering Liberal Peacebuilding,,0,0,
oa_W4399211230,Voluntary National Reviews on Implementation of Sustainable Development Goals: Key Lessons from East African Member States,,0,1,
oa_W2739431264,"Globalizing Justice, Homogenizing Sexual Violence: The Legacy of the ICTY and ICTR in terms of Sexual Violence",,0,1,
oa_W2888884612,Plight and Fate of Children During and Following Genocide,,0,0,
oa_W4362498036,Conflict memories and sexual and gender-based violence,,0,0,
oa_W4399405824,Research on the Effect of Rwanda Gender Quotas on Political Representation and Optimizing Strategy,,0,1,
oa_W423552928,International Criminal Justice,,0,0,
oa_W3202402491,"Establishing the Centre for Gender, Culture and Development at the Kigali Institute of Education",,0,1,
oa_W2940042985,Establishing a strong political commitment to gender equity,,0,0,
oa_W2372795349,Theatre and human rights after 1945 : things unspeakable,,0,1,
oa_W4393964350,African Theatre 14: Contemporary Women,,0,0,
oa_W322821714,Engaging Men in the Fight against Gender Violence: Case Studies from Africa,missing_url,1,0,
oa_W2238322721,Much to be done: towards an effective transitional justice model for dealing with conflict-related crimes of sexual and gender-based violence,,0,1,
oa_W4377193731,Protocol for Evaluating the Impact and Scalability of Reseaux des Femmes Programme for Using Homegrown Solutions to Reduce and Redistribute Unpaid Care Work among Women in Rwanda,,0,1,
oa_W3129361904,Women as Judges at International Criminal Tribunals,,0,1,
oa_W2071951203,About justice that is yet to come: a few remarks about the international pursuit of post-conflict gender justice,,0,0,
